"min_temp","winter_season","model_type","pred","lwr","upr"
-7.5,"2025-26","parallel",11.8903937550244,10.7009518448928,13.21204559172
-7,"2025-26","parallel",11.8763724729644,10.6907630265665,13.1934664313558
-6.5,"2025-26","parallel",11.862931418338,10.6804221586953,13.1763651047836
-6,"2025-26","parallel",11.8502279067708,10.6701658381393,13.16079839551
-5.5,"2025-26","parallel",11.8384302346743,10.6602484660438,13.1468258800596
-5,"2025-26","parallel",11.8277120878051,10.6509081629554,13.1345394300342
-4.5,"2025-26","parallel",11.8182472034993,10.6423392438094,13.1240851999964
-4,"2025-26","parallel",11.8102052366522,10.6346879583472,13.1156596487034
-3.5,"2025-26","parallel",11.8037494261461,10.6280710940717,13.1094814178427
-3,"2025-26","parallel",11.7990358671791,10.6226021704238,13.1057574369676
-2.5,"2025-26","parallel",11.7962139022357,10.6184051449406,13.1046668993978
-2,"2025-26","parallel",11.7954269545862,10.6156054202643,13.1063742040926
-1.5,"2025-26","parallel",11.7968130732068,10.6143050918326,13.1110607317353
-1,"2025-26","parallel",11.8005045432668,10.6145609504017,13.1189512337192
-0.5,"2025-26","parallel",11.8066261239962,10.6163810952786,13.1303142926757
0,"2025-26","parallel",11.8152917672567,10.6197411662802,13.1454352191433
0.5,"2025-26","parallel",11.8265999932316,10.6246054056318,13.1645799594369
1,"2025-26","parallel",11.8406283976715,10.6309331921232,13.1879749705908
1.5,"2025-26","parallel",11.8574279868406,10.6386623211499,13.2158155056391
2,"2025-26","parallel",11.8770181444988,10.6476785279785,13.248292539457
2.5,"2025-26","parallel",11.8993830127333,10.6577927279982,13.2856136066292
3,"2025-26","parallel",11.9244699203426,10.6687435494709,13.3279970806129
3.5,"2025-26","parallel",11.9521902448004,10.6802251401298,13.375640473265
4,"2025-26","parallel",11.982422788717,10.6919218207765,13.4286855342099
4.5,"2025-26","parallel",12.0150194401,10.70352628847,13.4872086315598
5,"2025-26","parallel",12.0498126188795,10.7147315219577,13.5512480039797
5.5,"2025-26","parallel",12.0866238524058,10.7252104063715,13.6208494392577
6,"2025-26","parallel",12.1252727308895,10.7346091822724,13.6960960852911
6.5,"2025-26","parallel",12.1655843735251,10.7425617990654,13.7771088421603
7,"2025-26","parallel",12.2073948200055,10.7487335994607,13.8640042487399
7.5,"2025-26","parallel",12.2505540689794,10.7528661762276,13.9568439276939
8,"2025-26","parallel",12.2949294532734,10.7547941048109,14.0556191766934
8.5,"2025-26","parallel",12.3404048561444,10.7544283137285,14.1602684560324
